Price in Dollars,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
73450,Sport Boat,Chaparral power boats,"Used boat,Unleaded",2008,8.79,2.74,PVC,Spain,133
73450,Flybridge,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2001,10.8,3.44,PVC,France,78
73450,Sport Boat,Chris Craft power boats,"Used boat,Diesel",1991,12.7,4,PVC,France,81
73450,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2007,9.75,2.9,GRP,Spain,108
73450,Cabin Boat,Cranchi power boats,Used boat,2012,8.88,2.95,PVC,France,137
73450,Sport Boat,Prestige Yachts power boats,"Used boat,Unleaded",2009,9.1,3.32,PVC,France,91
73450,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2018,8.03,2.82,PVC,France,66
73450,Motor Yacht,Bege power boats,Used boat,2006,9.5,3.25,Steel,Netherland,106
73450,Cabin Boat,Apreamare power boats,"Used boat,Diesel",2003,7.5,2.99,GRP,Italy,132
73450,Sport Boat,Bertram Yacht power boats,"Used boat,Diesel",1985,11.7,4.1,GRP,Italy,51
73450,Sport Boat,Prestige Yachts power boats,"Used boat,Diesel",2007,9.1,3.3,PVC,Portugal,82
73450,Motor Yacht,Sealine power boats,"Used boat,Diesel",1994,11.3,3.66,GRP,Germany,97
73450,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2015,8.35,2.98,PVC,France,70
73450,Flybridge,Solcio power boats,"Used boat,Diesel",1995,12.6,3.8,GRP,Italy,167
73450,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2001,12.42,3.5,PVC,France,151
73450,Deck Boat,Jeanneau power boats,Used boat,2014,7.95,2.93,PVC,France,68
73450,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2014,7.95,2.93,PVC,France,90
73450,Motor Yacht,Fiart Mare power boats,"Used boat,Diesel",2004,10.17,3.26,GRP,Italy,165
73450,Motor Yacht,Sessa power boats,"Used boat,Diesel",2005,10.6,3.53,GRP,Croatia,172
73450,Classic,Cranchi power boats,"Used boat,Unleaded",1965,6.1,2.05,Wood,Germany,247
73450,"Offshore Boat,Sport Boat",Fountain power boats,"Used boat,Unleaded",2007,8.7,2.49,Carbon Fiber,Germany,192
73450,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,20,5,Carbon Fiber,Thailand,1119
73404.8,Sport Boat,Crownline power boats,"New boat from stock,Unleaded",2019,7.19,2.59,GRP,Germany,137
73404.8,Sport Boat,Crownline power boats,"New boat from stock,Unleaded",2016,7.19,2.59,GRP,Germany,56
73337,Motor Yacht,Broom power boats,"Used boat,Diesel",1997,9.45,3.51,GRP,Germany,127
73337,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2007,9.6,2.98,GRP,Italy,137
73337,Cabin Boat,Jeanneau power boats,"New boat on order,Unleaded",2020,6.71,2.54,GRP,Germany,99
73337,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2018,8,3,PVC,France,31
73337,Trawler,Gillissen power boats,Used boat,1970,11.85,3.65,Steel,Netherland,123
73337,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2019,8.23,2.79,PVC,France,101
73337,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,Used boat,2019,8.23,2.79,PVC,France,138
75758.8,Pontoon Boat,Sylvan Marine power boats,New boat from stock,2020,8.25,2.59,GRP,Switzerland,190
73313.3,Sport Boat,Balt Yacht power boats,New boat from stock,2020,8.48,2.7,GRP,Germany,259
73224,Motor Yacht,Kempers power boats,"Used boat,Diesel",1984,12.25,3.7,Steel,Croatia,164
73224,Center console boat,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2020,7.09,2.53,PVC,France,57
77880,Flybridge,Corvette Cruisers power boats,"Used boat,Diesel",1994,10,3.96,PVC,United Kingdom,79
75519,Sport Boat,Ayros power boats,"Display Model,Unleaded",2020,6.99,2.55,GRP,Switzerland,130
75517.9,Sport Boat,Quicksilver (Brunswick Marine) power boats,"New boat from stock,Unleaded",2020,6.48,2.46,GRP,Switzerland,114
75492,Sport Boat,AMT power boats,New boat from stock,2019,6.9,2.6,GRP,Switzerland,157
75492,Sport Boat,AMT power boats,New boat from stock,2019,6.9,2.6,GRP,Switzerland,133
75492,Motor Yacht,Ocqueteau power boats,"New boat from stock,Unleaded",2019,7.8,2.73,GRP,Switzerland,177
75492,Cabin Boat,Parker power boats,"Used boat,Unleaded",2017,6.95,2.55,GRP,Switzerland,432
72996.9,Sport Boat,IRON power boats,New boat on order,2020,7.12,2.44,GRP,Germany,126
72929.1,Pilothouse,Parker power boats,"New boat from stock,Unleaded",2019,7.9,2.9,GRP,Germany,54
77077.4,Pilothouse,Jeanneau power boats,"New boat from stock,Unleaded",2017,7.9,2.74,PVC,United Kingdom,81
72320,Motor Yacht,Bavaria power boats,Used boat,2010,10.4,3.45,GRP,Croatia,169
72320,Motor Yacht,Shiren power boats,Used boat,2016,7.98,2.98,GRP,Spain,45
72320,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2010,10,3,GRP,Croatia,183
72320,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2017,7.99,2.8,PVC,France,101
72320,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2010,10.4,3.45,GRP,Croatia,194
72320,Motor Yacht,Galeon power boats,"Used boat,Diesel",2000,9.8,3,GRP,Netherland,98
72320,Motor Yacht,Sessa power boats,"Used boat,Diesel",2004,10.6,3.53,PVC,Spain,117
72318.9,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2002,10.6,3.54,GRP,Croatia,299
72308.7,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2019,6.48,2.5,PVC,Spain,82
72263.5,Bowrider,Sea Ray power boats,"New boat from stock,Unleaded",2020,6.55,2.6,GRP,Germany,35
72207,Cabin Boat,Bayliner power boats,"New boat from stock,Unleaded",2020,6.23,2.4,GRP,Germany,95
74563.2,Cabin Boat,Bayliner power boats,"New boat from stock,Unleaded",2020,6.82,2.45,GRP,Switzerland,274
73980,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",2005,5.69,2.18,Wood,Switzerland,293
73980,Sport Boat,Bavaria power boats,"Used boat,Unleaded",2007,10,2.6,GRP,Switzerland,597
74520,Motor Yacht,Larson power boats,"Used boat,Unleaded",2013,8.57,2.68,GRP,Switzerland,665
74520,Cabin Boat,Faeton power boats,"Used boat,Diesel",2014,8.3,2.94,GRP,Switzerland,444
71964,Bowrider,Sea Ray power boats,"New boat from stock,Unleaded",2020,5.94,2.54,GRP,Germany,118
74304,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1986,6.86,2.35,Wood,Switzerland,225
71788.9,Cabin Boat,Eolo power boats,"New boat from stock,Unleaded",2019,6.5,2.55,GRP,Germany,122
71755,"Classic,Motor Yacht",Grand Banks power boats,"Used boat,Diesel",1972,10.8,3.71,Wood,Spain,204
71753.9,Sport Boat,IRON power boats,New boat on order,2020,7.67,2.44,GRP,Germany,48
76321.1,Pilothouse,Jeanneau power boats,"New boat from stock,Unleaded",2020,7.42,2.79,PVC,United Kingdom,20
71190,Sport Boat,Kelt power boats,Used boat,2009,8.8,3.19,Plastic,Germany,105
71190,Motor Yacht,Fiart Mare power boats,"Used boat,Diesel",1999,9.99,3.1,GRP,Italy,112
71184.3,Trawler,Aquanaut power boats,Used boat,1996,10.5,3.5,Steel,Netherland,141
73440,Center console boat,Barro power boats,"Display Model,Unleaded",2019,6,2.2,Aluminium,Switzerland,107
73440,Wakeboard/Wakesurf,MasterCraft power boats,"Used boat,Unleaded",2010,7.87,2.9,GRP,Switzerland,631
73440,"Cabin Boat,Motor Yacht",Scand power boats,"Used boat,Diesel",1992,8.6,3.28,GRP,Switzerland,348
73440,Runabout,Bootbau Frei power boats,"Used boat,Unleaded",2015,6.5,2.2,Wood,Switzerland,234
71077,Sport Boat,Jeanneau power boats,"New boat from stock,Unleaded",2020,6.86,2.48,GRP,Germany,36
71077,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2014,7.42,2.55,GRP,Germany,54
70964,Deck Boat,Sessa power boats,Used boat,2012,7.56,2.64,GRP,Spain,62
70964,Center console boat,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2020,6.41,2.48,PVC,France,18
70964,Sport Boat,Crownline power boats,"Used boat,Unleaded",2010,7.5,2.59,Plastic,Belgium,652
70811.4,Fishing Boat,Jeanneau power boats,New boat from stock,2020,7.45,2.54,GRP,Switzerland,286
70625,Trawler,Pedro power boats,Used boat,1999,10.6,3.5,Steel,Netherland,109
70625,Deck Boat,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2019,8.1,2.53,PVC,France,42
70625,Motor Yacht,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2001,10.8,3.48,PVC,France,47
72962.6,Passenger boat,VBoats power boats,"New boat from stock,Unleaded",2020,8.5,2.8,Aluminium,Switzerland,190
72900,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1972,5.8,2.1,Wood,Switzerland,34
70512,Center console boat,Jeanneau power boats,"New boat from stock,Unleaded",2020,7.37,2.52,PVC,France,32
70248.7,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2019,7.48,2.53,GRP,Switzerland,219
69495,Cabin Boat,Saver power boats,"New boat from stock,Unleaded",2020,7.5,2.55,GRP,Germany,244
69495,Pilothouse,Jeanneau power boats,"New boat from stock,Electric",2020,6.55,2.54,GRP,Germany,73
69495,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2005,10.69,3.49,GRP,Netherland,329
71725,Sport Boat,Four Winns power boats,"New boat from stock,Unleaded",2020,5.79,2.41,GRP,Switzerland,192
69117.6,Center console boat,Jeanneau power boats,"New boat from stock,Unleaded",2020,8.6,2.98,GRP,Germany,39
69050.9,Bowrider,Glastron power boats,"New boat from stock,Unleaded",2019,6.8,2.54,GRP,Switzerland,190
68930,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2019,8.23,2.79,PVC,France,55
68930,Motor Yacht,Holland Boat power boats,"Used boat,Diesel",1992,10.4,3.2,Steel,Netherland,97
68930,Sport Boat,Sessa power boats,"Used boat,Unleaded",2006,9.5,3.45,GRP,Spain,335
68928.9,Deck Boat,Quicksilver (Brunswick Marine) power boats,"New boat from stock,Unleaded",2020,7.88,2.55,GRP,Germany,93
68817,Deck Boat,Ranieri International power boats,"New boat from stock,Unleaded",2019,6.75,2.5,GRP,Italy,63
68650.9,Bowrider,Regal power boats,"New boat from stock,Unleaded",2021,6.1,2.5,GRP,Switzerland,69
68455.4,Sport Boat,Bayliner power boats,"New boat on order,Unleaded",2020,6.82,2.45,GRP,Switzerland,198
70200,Flybridge,Sealine power boats,"Used boat,Unleaded",1994,10.4,3.2,GRP,Switzerland,297
67500,Sport Boat,Chris Craft power boats,"Used boat,Unleaded",1961,7.5,2.3,Wood,Denmark,171
67500,Cabin Boat,Larson power boats,"Used boat,Diesel",2011,9,2.7,GRP,Portugal,431
67350,Cabin Boat,Inter power boats,"New boat from stockk,Diesel",2001,9,2.9,GRP,Denmark,188
67800,Motor Yacht,Azimut power boats,Used boat,1982,11.47,3.95,GRP,Croatia,67
67800,Flybridge,Dellapasqua power boats,"Used boat,Diesel",1987,11.37,3.75,GRP,Italy,116
67800,Sport Boat,Cranchi power boats,Used boat,1990,12.11,3.8,GRP,Italy,87
67800,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",2018,7.47,2.52,PVC,Spain,103
67800,Flybridge,Azimut power boats,"Used boat,Diesel",1992,11.44,3.96,GRP,Italy,154
67800,Motor Yacht,Nimbus power boats,"Used boat,Diesel",1990,9.2,3.2,PVC,France,102
67800,Motor Yacht,Viper power boats,"Used boat,Unleaded",2013,7.25,2.57,GRP,Switzerland,298
67800,Pilothouse,AluForce power boats,New boat from stock,2020,8.2,2.5,Aluminium,Germany,120
67800,Flybridge,Neptunus power boats,"Used boat,Diesel",1976,13.1,4,Plastic,Netherland,173
67800,Motor Yacht,ManÃƒÂ² power boats,"Used boat,Unleaded",2008,11,3.2,GRP,Italy,166
67800,Trawler,Pedro power boats,Used boat,1980,10.5,3.45,Steel,Netherland,108
67788.7,Trawler,Hollandia power boats,"Used boat,Diesel",1991,10,3.3,Steel,Germany,113
67788.7,Trawler,Wim van der Valk power boats,"Used boat,Diesel",1983,12.4,3.7,Steel,Germany,105
67788.7,Bowrider,Scarab power boats,"New boat from stock,Unleaded",2019,5.7,2.4,PVC,France,42
67788.7,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2020,7.48,2.5,GRP,Germany,89
67788.7,Motor Yacht,Scand power boats,"Used boat,Diesel",1995,10.7,3.45,GRP,Germany,155
67758.2,Pilothouse,Jeanneau power boats,New boat from stock,2019,6.71,2.54,GRP,Switzerland,341
67743.5,Cabin Boat,Stickl power boats,"New boat from stock,Electric",2020,6.6,2.1,GRP,Germany,150
67743.5,"Cabin Boat,Motor Yacht",Sunseeker power boats,"Used boat,Diesel",1992,10.35,3.5,GRP,Netherland,383
67687,Motor Yacht,Bond Yachts power boats,"Used boat,Unleaded",2007,9.1,2.93,GRP,Italy,233
67687,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2020,7.39,2.66,PVC,France,65
67687,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2011,8.69,2.74,GRP,Spain,121
67687,Flybridge,Vrijbuiter power boats,Used boat,1994,11.75,3.5,Steel,Netherland,102
67687,Trawler,Wicabo power boats,"Used boat,Diesel",1992,11.4,3.45,Steel,Germany,160
67687,Motor Yacht,Fairline power boats,"Used boat,Diesel",1992,11.15,3.48,GRP,Germany,122
67687,Cabin Boat,Bayliner power boats,"New boat from stock,Unleaded",2020,6.84,2.4,GRP,Germany,66
67687,Motor Yacht,Bege power boats,"Used boat,Diesel",2004,9.5,3.25,Steel,Germany,109
67687,Trawler,Pedro power boats,Used boat,1991,10.5,3.3,Steel,Netherland,75
67687,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",2019,6.69,2.54,GRP,Germany,187
67687,Trawler,Pedro power boats,"Used boat,Diesel",1993,10.6,3.3,Steel,Netherland,205
67630.5,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"New boat on order,Unleaded",2020,6.99,2.56,GRP,Germany,51
67461,Sport Boat,Sea Ray power boats,"New boat from stock,Unleaded",2020,6.55,2.54,GRP,Austria,79
69660,Bowrider,Chaparral power boats,New boat from stock,2018,6.4,2.6,GRP,Switzerland,133
67235,Sport Boat,Adex Nautica power boats,"Used boat,Diesel",2007,9,3,GRP,Croatia,112
67235,Fishing Boat,San Remo power boats,"Used boat,Unleaded",2008,9.3,2.99,GRP,Portugal,56
67235,Motor Yacht,Carver power boats,Used boat,1991,12.57,4.02,GRP,Netherland,71
67235,Pilothouse,Rhea power boats,"Used boat,Diesel",2011,7.3,3,PVC,France,175
67235,Trawler,Valkkruiser power boats,Used boat,1981,10.85,3.6,Steel,Netherland,152
67235,Motor Yacht,Ilver power boats,"Used boat,Diesel",1995,11.3,3.5,GRP,Italy,110
67235,Trawler,Pedro power boats,Used boat,1978,10.5,3.4,Steel,Netherland,58
67235,Bowrider,XO Boats power boats,"Used boat,Unleaded",2016,7.52,2.28,Aluminium,Germany,202
67235,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2019,8.23,2.79,PVC,France,40
66670,Fishing Boat,Rio power boats,"Used boat,Diesel",1992,9.6,3.28,GRP,Italy,74
66670,Sport Boat,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Diesel",2002,7.62,2.74,GRP,Croatia,114
66670,Flybridge,Center Craft power boats,Used boat,1982,11.27,3.7,GRP,Italy,64
66670,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1996,11.9,3.6,GRP,Croatia,210
66670,Flybridge,Riviera power boats,"Used boat,Diesel",1999,10.4,3.7,GRP,Spain,97
66670,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1994,14.15,3.3,GRP,Germany,325
66670,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2012,7.65,2.59,GRP,Croatia,162
66670,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2004,8.8,2.74,GRP,Germany,141
66670,Trawler,Zijlmans power boats,Used boat,1996,10.8,3.5,Steel,Netherland,78
66670,Deck Boat,Rhea power boats,"New boat from stock,Unleaded",2019,6.6,2.5,PVC,France,121
66670,Fishing Boat,ARS Mare power boats,Used boat,1992,11.71,4.2,GRP,Italy,41
66670,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2004,8.53,2.89,GRP,Germany,176
66670,Motor Yacht,Succes power boats,Used boat,1991,10.5,3.45,Steel,Netherland,72
66670,Sport Boat,Maxum power boats,"Used boat,Unleaded",2008,9.12,3,PVC,France,99
66670,Pilothouse,Hatteras power boats,"Used boat,Diesel",1974,11.27,4.26,PVC,France,67
66670,Motor Yacht,Gobbi power boats,Used boat,2002,9.83,3.3,GRP,Italy,88
66670,Center console boat,Jeanneau power boats,"Used boat,Unleaded",2019,6.98,2.52,PVC,France,66
66670,Flybridge,Jeanneau power boats,"Used boat,Diesel",2006,9.76,3.16,PVC,France,68
66670,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2020,7.5,2.53,PVC,France,24
66670,Flybridge,Center Craft power boats,"Used boat,Diesel",1982,11.27,3.7,GRP,Italy,27
66664.3,Sport Boat,Monterey power boats,"Used boat,Unleaded",2005,8.94,2.82,GRP,Spain,148
66602.2,Center console boat,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2020,6.13,2.45,PVC,Spain,29
66557,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2019,7.48,2.5,PVC,France,74
66557,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2012,7.95,2.93,PVC,France,64
66557,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2019,6.48,2.5,PVC,France,45
66500.5,Sport Boat,Bayliner power boats,"New boat from stock,Unleaded",2020,6.23,2.4,GRP,Germany,66
66444,Motor Yacht,Master power boats,New boat on order,2020,7.7,3.1,GRP,France,105
66363.8,Center console boat,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2019,6,2,PVC,Spain,64
66331,Deck Boat,Sessa power boats,New boat from stock,2020,8,2.64,GRP,Italy,109
68353.2,Runabout,Starcraft power boats,"New boat from stock,Unleaded",2020,6.49,2.49,GRP,Switzerland,171
68340.2,Sport Boat,Nordkapp power boats,New boat from stock,2020,6.5,2.5,GRP,Switzerland,96
66105,Center console boat,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2019,7.64,2.73,PVC,France,103
66105,Motor Yacht,Valkkruiser power boats,Used boat,1988,10.94,3.55,Steel,Netherland,53
66105,Motor Yacht,Westwind power boats,"Used boat,Diesel",1981,14.35,3.97,Steel,Rolle,225
66003.3,Center console boat,BÃƒÂ©nÃƒÂ©teau power boats,"New boat from stock,Unleaded",2020,7.26,2.48,PVC,France,143
65957,Center console boat,Jeanneau power boats,"New boat from stock,Unleaded",2020,7.37,2.52,PVC,France,88
69953.4,Pilothouse,Ocqueteau power boats,New boat from stock,2018,7.26,2.74,PVC,United Kingdom,66
65540,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2005,9.84,3.2,GRP,Italy,234
65540,Pontoon Boat,Ilver power boats,"Used boat,Diesel",1999,10,3.25,GRP,Italy,107
65540,Motor Yacht,Salpa power boats,"Used boat,Diesel",2003,9.38,3.35,GRP,Italy,107
65540,Motor Yacht,Tecnomarine power boats,"Used boat,Diesel",1989,12.8,4,GRP,Italy,307
65540,Cabin Boat,Striker power boats,"Used boat,Diesel",1972,11.31,3.6,Aluminium,Germany,892
65540,Motor Yacht,Bella power boats,"Used boat,Diesel",2001,8.25,2.6,GRP,Switzerland,478
65540,Motor Yacht,Succes power boats,Used boat,1989,10.5,3.4,Steel,Netherland,108
65540,"Cabin Boat,Flybridge",Altair power boats,"Used boat,Diesel",2008,8.6,3,GRP,Italy,177
65483.5,Sport Boat,Saver power boats,"New boat from stock,Unleaded",2020,7.75,2.55,GRP,Germany,177
65427,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2018,6.99,6.96,PVC,France,166
67500,Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2004,8.72,2.89,GRP,Switzerland,535
67500,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1972,5.8,2.1,Wood,Switzerland,300
66960,"Classic,Runabout",Boesch power boats,Used boat,1983,6.86,2.35,Wood,Switzerland,581
64975,Sport Boat,XO Boats power boats,New boat from stock,2018,7.52,2.28,Aluminium,Switzerland,186
64975,Motor Yacht,Mochi Craft power boats,"Used boat,Diesel",1991,9.9,3.6,GRP,Germany,436
66960,Cabin Boat,Windy power boats,"Used boat,Unleaded",1987,9.8,2.93,GRP,Switzerland,318
66960,Sport Boat,Galia power boats,"New boat from stock,Unleaded",2020,6.19,2.48,GRP,Switzerland,198
66960,Flybridge,Princess power boats,"Used boat,Unleaded",1990,9.39,3.4,GRP,Switzerland,660
64410,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,"Used boat,Unleaded",2017,8.23,2.76,PVC,France,60
64410,Pilothouse,BÃƒÂ©nÃƒÂ©teau power boats,Used boat,2016,8.03,2.78,PVC,France,65
64410,Motor Yacht,Sessa power boats,"Used boat,Diesel",2004,10,3,PVC,Spain,210
64408.9,Pilothouse,Quicksilver (Brunswick Marine) power boats,New boat on order,2020,8.88,2.99,GRP,Germany,75
64404.3,Trawler,Valkkruiser power boats,Used boat,1982,12,3.8,Steel,Netherland,64
64297,Center console boat,Jeanneau power boats,"New boat from stock,Unleaded",2020,6.31,2.52,GRP,Germany,38
64297,Cabin Boat,Jeanneau power boats,"New boat from stock,Unleaded",2020,6.9,2.48,GRP,Germany,70
64297,Sport Boat,Parker power boats,"Used boat,Unleaded",2017,7.46,2.55,PVC,France,90
64014.5,Pilothouse,Hock power boats,"New boat from stockk,Diesel",2015,7.15,2.5,GRP,Germany,70
66096,Bowrider,Campion power boats,"New boat from stock,Unleaded",2020,2.48,6.4,GRP,Switzerland,209
63845,Bowrider,Sea Ray power boats,"New boat from stock,Unleaded",2020,5.94,2.54,GRP,Germany,116
65965.3,Sport Boat,Regal power boats,"New boat from stock,Unleaded",2021,6,2.5,GRP,Switzerland,285
65491.2,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"New boat from stock,Unleaded",2020,6.99,2.55,GRP,Switzerland,256
63335.4,Center console boat,Jeanneau power boats,"New boat on order,Unleaded",2020,9.12,2.98,GRP,Germany,62
63280,Motor Yacht,De Boarnstream power boats,Used boat,1991,10.5,3.6,Steel,Germany,115
63280,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2001,9.6,2.98,GRP,Croatia,128
63280,Motor Yacht,ACM Dufour power boats,"Used boat,Diesel",1997,9.41,2.95,GRP,Croatia,110
